state,date,total_population,cumulative_total_test_results,cumulative_total_test_results_per_1000,total_test_results_increase,cumulative_positive_tests,positive_tests_increase,cumulative_negative_tests,cumulative_positivity_rate,cumulative_deaths,cumulative_deaths_per_100_000,deaths_increase
North Carolina,6/5/2020 0:00,10383620,482147,46.4334211,13845,33255,1289,448892,6.897274068,966,9.3,6
North Carolina,6/6/2020 0:00,10383620,497350,47.89755403,15203,34625,1370,462725,6.96189806,992,9.55,26
North Carolina,6/7/2020 0:00,10383620,511226,49.23388953,13876,35546,921,475680,6.95308924,996,9.59,4
North Carolina,6/8/2020 0:00,10383620,520113,50.08975675,8887,36484,938,483629,7.014629513,1006,9.69,10
North Carolina,6/9/2020 0:00,10383620,535711,51.59193037,15598,37160,676,498551,6.936575878,1029,9.91,23
North Carolina,6/10/2020 0:00,10383620,553650,53.31955522,17939,38171,1011,515479,6.894427888,1053,10.14,24
North Carolina,6/11/2020 0:00,10383620,572677,55.15196049,19027,39481,1310,533196,6.894113086,1064,10.25,11
North Carolina,6/12/2020 0:00,10383620,595697,57.36891373,23020,41249,1768,554448,6.924493492,1092,10.52,28
North Carolina,6/13/2020 0:00,10383620,611690,58.90912803,15993,42676,1427,569014,6.976736582,1104,10.63,12
North Carolina,6/14/2020 0:00,10383620,627130,60.39608537,15440,44119,1443,583011,7.0350645,1109,10.68,5
North Carolina,6/15/2020 0:00,10383620,638479,61.4890568,11349,45102,983,593377,7.063975479,1118,10.77,9
North Carolina,6/16/2020 0:00,10383620,651421,62.73544294,12942,45853,751,605568,7.038919531,1154,11.11,36
North Carolina,6/17/2020 0:00,10383620,667422,64.27642768,16001,46855,1002,620567,7.020296005,1168,11.25,14
North Carolina,6/18/2020 0:00,10383620,693678,66.80502561,26256,48188,1333,645490,6.946738977,1175,11.32,7
North Carolina,6/19/2020 0:00,10383620,712313,68.59967911,18635,49840,1652,662473,6.996924105,1197,11.53,22
North Carolina,6/20/2020 0:00,10383620,731341,70.43218068,19028,51389,1549,679952,7.026681124,1212,11.67,15
North Carolina,6/21/2020 0:00,10383620,745775,71.82225467,14434,52801,1412,692974,7.080017432,1220,11.75,8
North Carolina,6/22/2020 0:00,10383620,757345,72.93650962,11570,53605,804,703740,7.078015964,1223,11.78,3
North Carolina,6/23/2020 0:00,10383620,773828,74.52391363,16483,54453,848,719375,7.036835059,1251,12.05,28
North Carolina,6/24/2020 0:00,10383620,791285,76.20511922,17457,56174,1721,735111,7.099085664,1266,12.19,15
North Carolina,6/25/2020 0:00,10383620,811278,78.13055563,19993,57183,1009,754095,7.048508649,1284,12.37,18
North Carolina,6/26/2020 0:00,10383620,836725,80.58124238,25447,58818,1635,777907,7.029549733,1303,12.55,19
North Carolina,6/27/2020 0:00,10383620,855131,82.35384192,18406,60537,1719,794594,7.079266218,1312,12.64,9
North Carolina,6/28/2020 0:00,10383620,871905,83.96927083,16774,62142,1605,809763,7.127152614,1322,12.73,10
North Carolina,6/29/2020 0:00,10383620,886305,85.35607043,14400,63484,1342,822821,7.162771281,1325,12.76,3
North Carolina,6/30/2020 0:00,10383620,910033,87.64120798,23728,64670,1186,845363,7.106335704,1343,12.93,18
North Carolina,7/1/2020 0:00,10383620,942238,90.74272749,32205,66513,1843,875725,7.05904453,1373,13.22,30
North Carolina,7/2/2020 0:00,10383620,971120,93.52422373,28882,68142,1629,902978,7.016846528,1391,13.4,18
North Carolina,7/3/2020 0:00,10383620,999293,96.23743935,28173,70241,2099,929052,7.029069552,1392,13.41,1
North Carolina,7/4/2020 0:00,10383620,1018296,98.06753329,19003,71654,1413,946642,7.036657318,1395,13.43,3
North Carolina,7/5/2020 0:00,10383620,1036838,99.85323038,18542,72983,1329,963855,7.038997413,1396,13.44,1
North Carolina,7/6/2020 0:00,10383620,1051846,101.2985837,15008,74529,1546,977317,7.085542941,1398,13.46,2
North Carolina,7/7/2020 0:00,10383620,1071290,103.1711484,19444,75875,1346,995415,7.082582681,1420,13.68,22
North Carolina,7/8/2020 0:00,10383620,1096682,105.6165384,25392,77310,1435,1019372,7.049445509,1441,13.88,21
North Carolina,7/9/2020 0:00,10383620,1121811,108.0366,25129,79349,2039,1042462,7.073294878,1461,14.07,20
North Carolina,7/10/2020 0:00,10383620,1150612,110.8102954,28801,81331,1982,1069281,7.068499199,1479,14.24,18
North Carolina,7/11/2020 0:00,10383620,1176058,113.2608859,25446,83793,2462,1092265,7.124903704,1499,14.44,20
North Carolina,7/12/2020 0:00,10383620,1199575,115.525703,23517,85701,1908,1113874,7.144280266,1503,14.47,4
North Carolina,7/13/2020 0:00,10383620,1220486,117.5395479,20911,87528,1827,1132958,7.171569358,1510,14.54,7
North Carolina,7/14/2020 0:00,10383620,1254846,120.8486058,34360,89484,1956,1165362,7.131074251,1552,14.95,42
North Carolina,7/15/2020 0:00,10383620,1284637,123.7176438,29791,91266,1782,1193371,7.104419381,1568,15.1,16
North Carolina,7/16/2020 0:00,10383620,1312757,126.4257552,28120,93426,2160,1219331,7.116777896,1588,15.29,20
North Carolina,7/17/2020 0:00,10383620,1343974,129.4321248,31217,95477,2051,1248497,7.104080883,1606,15.47,18
North Carolina,7/18/2020 0:00,10383620,1379143,132.8190939,35169,97958,2481,1281185,7.102816749,1629,15.69,23
North Carolina,7/19/2020 0:00,10383620,1394864,134.3331131,15721,99778,1820,1295086,7.15324218,1634,15.74,5
North Carolina,7/20/2020 0:00,10383620,1423888,137.1282847,29024,101046,1268,1322842,7.096485117,1642,15.81,8
North Carolina,7/21/2020 0:00,10383620,1458997,140.5094755,35109,102861,1815,1356136,7.050117307,1668,16.06,26
North Carolina,7/22/2020 0:00,10383620,1491820,143.6705118,32823,105001,2140,1386819,7.038449679,1698,16.35,30
North Carolina,7/23/2020 0:00,10383620,1523675,146.7383244,31855,106893,1892,1416782,7.01547246,1726,16.62,28
North Carolina,7/24/2020 0:00,10383620,1550297,149.3021701,26622,108995,2102,1441302,7.030588332,1746,16.81,20
North Carolina,7/25/2020 0:00,10383620,1579042,152.0704725,28745,111092,2097,1467950,7.035405011,1778,17.12,32
North Carolina,7/26/2020 0:00,10383620,1613385,155.3778933,34343,112713,1621,1500672,6.986119246,1785,17.19,7
North Carolina,7/27/2020 0:00,10383620,1635476,157.5053787,22091,114338,1625,1521138,6.991114513,1790,17.24,5
North Carolina,7/28/2020 0:00,10383620,1663540,160.208097,28064,116087,1749,1547453,6.978311312,1820,17.53,30
North Carolina,7/29/2020 0:00,10383620,1691434,162.8944434,27894,117850,1763,1573584,6.967460746,1865,17.96,45
North Carolina,7/30/2020 0:00,10383620,1724924,166.1197155,33490,120194,2344,1604730,6.968075115,1903,18.33,38
North Carolina,7/31/2020 0:00,10383620,1757102,169.2186347,32178,122148,1954,1634954,6.951673836,1924,18.53,21
North Carolina,8/1/2020 0:00,10383620,1786412,172.0413497,29310,123878,1730,1662534,6.934458568,1964,18.91,40
North Carolina,8/2/2020 0:00,10383620,1813510,174.6510369,27098,125219,1341,1688291,6.90478685,1969,18.96,5
North Carolina,8/3/2020 0:00,10383620,1837410,176.952739,23900,126532,1313,1710878,6.886432533,1982,19.09,13
North Carolina,8/4/2020 0:00,10383620,1854026,178.5529517,16616,128161,1629,1725865,6.912578357,2010,19.36,28
North Carolina,8/5/2020 0:00,10383620,1873668,180.4445848,19642,129288,1127,1744380,6.900261946,2050,19.74,40
North Carolina,8/6/2020 0:00,10383620,1904750,183.4379532,31082,131267,1979,1773483,6.891560572,2092,20.15,42
North Carolina,8/7/2020 0:00,10383620,1939812,186.8146176,35062,132812,1545,1807000,6.846642871,2134,20.55,42
North Carolina,8/8/2020 0:00,10383620,1969766,189.6993534,29954,134766,1954,1835000,6.841726378,2160,20.8,26
North Carolina,8/9/2020 0:00,10383620,1986548,191.3155528,16782,136218,1452,1850330,6.857020319,2168,20.88,8
North Carolina,8/10/2020 0:00,10383620,2001919,192.795865,15371,136844,626,1865075,6.835641202,2172,20.92,4
North Carolina,8/11/2020 0:00,10383620,2017498,194.2962088,15579,137895,1051,1879603,6.834951014,2204,21.23,32
North Carolina,8/12/2020 0:00,10383620,1823283,175.5922308,-194215,139061,1166,1684222,7.62695643,2249,21.66,45
North Carolina,8/13/2020 0:00,10383620,1850689,178.2315801,27406,140824,1763,1709865,7.609274168,2287,22.03,38
North Carolina,8/14/2020 0:00,10383620,1877402,180.8041897,26713,142170,1346,1735232,7.572698868,2313,22.28,26
North Carolina,8/15/2020 0:00,10383620,1903401,183.3080371,25999,143706,1536,1759695,7.549959257,2343,22.56,30
North Carolina,8/16/2020 0:00,10383620,1924646,185.354048,21245,144952,1246,1779694,7.531359014,2347,22.6,4
North Carolina,8/17/2020 0:00,10383620,1935472,186.3966516,10826,145516,564,1789956,7.518372779,2348,22.61,1
North Carolina,8/18/2020 0:00,10383620,1951120,187.9036405,15648,146779,1263,1804341,7.522807413,2396,23.07,48
North Carolina,8/19/2020 0:00,10383620,1978094,190.5013858,26974,147932,1153,1830162,7.478512144,2431,23.41,35
North Carolina,8/20/2020 0:00,10383620,2003307,192.9295371,25213,149904,1972,1853403,7.482827145,2465,23.74,34
North Carolina,8/21/2020 0:00,10383620,2030885,195.5854509,27578,151912,2008,1878973,7.48008873,2494,24.02,29
North Carolina,8/22/2020 0:00,10383620,2052118,197.6303062,21233,153641,1729,1898477,7.486947632,2521,24.28,27
North Carolina,8/23/2020 0:00,10383620,2078472,200.1683421,26354,155113,1472,1923359,7.462838085,2531,24.37,10
North Carolina,8/24/2020 0:00,10383620,2087695,201.0565679,9223,156396,1283,1931299,7.491324164,2535,24.41,4
North Carolina,8/25/2020 0:00,10383620,2102359,202.4687922,14664,157741,1345,1944618,7.503047767,2570,24.75,35
North Carolina,8/26/2020 0:00,10383620,2121001,204.2641198,18642,158985,1244,1962016,7.495753184,2606,25.1,36
North Carolina,8/27/2020 0:00,10383620,2152725,207.3193164,31724,161076,2091,1991649,7.48242344,2630,25.33,24
North Carolina,8/28/2020 0:00,10383620,2182891,210.2244689,30166,162491,1415,2020400,7.443843967,2652,25.54,22
North Carolina,8/29/2020 0:00,10383620,2218149,213.6200092,35258,165076,2585,2053073,7.442060926,2683,25.84,31
North Carolina,8/30/2020 0:00,10383620,2243273,216.0395893,25124,166127,1051,2077146,7.405563211,2692,25.93,9
North Carolina,8/31/2020 0:00,10383620,2256172,217.2818343,12899,167313,1186,2088859,7.415790995,2702,26.02,10
North Carolina,9/1/2020 0:00,10383620,2295698,221.0884065,39526,169424,2111,2126274,7.380064799,2741,26.4,39
North Carolina,9/2/2020 0:00,10383620,2315310,222.9771506,19612,170553,1129,2144757,7.366313798,2779,26.76,38
North Carolina,9/3/2020 0:00,10383620,2347837,226.1096804,32527,172209,1656,2175628,7.334793685,2803,26.99,24
North Carolina,9/4/2020 0:00,10383620,2389096,230.0831502,41259,174254,2045,2214842,7.29372114,2839,27.34,36
North Carolina,9/5/2020 0:00,10383620,2410871,232.1802031,21775,175815,1561,2235056,7.292592594,2889,27.82,50
North Carolina,9/6/2020 0:00,10383620,2442950,235.2695881,32079,176901,1086,2266049,7.24128615,2890,27.83,1
North Carolina,9/7/2020 0:00,10383620,2459582,236.8713416,16632,177919,1018,2281663,7.233708817,2897,27.9,7
North Carolina,9/8/2020 0:00,10383620,2469977,237.8724376,10395,178635,716,2291342,7.23225358,2909,28.02,12
North Carolina,9/9/2020 0:00,10383620,2490113,239.8116456,20136,179532,897,2310581,7.209793291,2958,28.49,49
North Carolina,9/10/2020 0:00,10383620,2521839,242.8670348,31726,180754,1222,2341085,7.167547175,2990,28.8,32
North Carolina,9/11/2020 0:00,10383620,2558654,246.4125228,36815,182286,1532,2376368,7.124292695,3023,29.11,33
North Carolina,9/12/2020 0:00,10383620,2581132,248.5772784,22478,183740,1454,2397392,7.118582079,3047,29.34,24
North Carolina,9/13/2020 0:00,10383620,2616108,251.9456606,34976,184936,1196,2431172,7.069127116,3052,29.39,5
North Carolina,9/14/2020 0:00,10383620,2634819,253.7476333,18711,185781,845,2449038,7.050996672,3060,29.47,8
North Carolina,9/15/2020 0:00,10383620,2652440,255.444633,17621,186887,1106,2465553,7.045852121,3111,29.96,51
North Carolina,9/16/2020 0:00,10383620,2683384,258.4247112,30944,188024,1137,2495360,7.006973284,3149,30.33,38
North Carolina,9/17/2020 0:00,10383620,2714175,261.3900547,30791,189576,1552,2524599,6.984663848,3180,30.63,31
North Carolina,9/18/2020 0:00,10383620,2749020,264.7458208,34845,191019,1443,2558001,6.948621691,3207,30.89,27
North Carolina,9/19/2020 0:00,10383620,2771020,266.8645424,22000,192248,1229,2578772,6.937806295,3235,31.15,28
North Carolina,9/20/2020 0:00,10383620,2804818,270.1194766,33798,193581,1333,2611237,6.901731235,3243,31.23,8
North Carolina,9/21/2020 0:00,10383620,2817539,271.3445793,12721,194381,800,2623158,6.898963954,3247,31.27,4
North Carolina,9/22/2020 0:00,10383620,2824929,272.0562771,7390,195549,1168,2629380,6.922262471,3286,31.65,39
North Carolina,9/23/2020 0:00,10383620,2842427,273.7414312,17498,196501,952,2645926,6.913141481,3316,31.93,30
North Carolina,9/24/2020 0:00,10383620,2870191,276.4152579,27764,198189,1688,2672002,6.905080533,3356,32.32,40
North Carolina,9/25/2020 0:00,10383620,2907617,280.0195885,37426,204331,6142,2703286,7.027438621,3409,32.83,53
North Carolina,9/26/2020 0:00,10383620,2947803,283.8897225,40186,206090,1759,2741713,6.991308442,3440,33.13,31
North Carolina,9/27/2020 0:00,10383620,2978728,286.8679709,30925,207380,1290,2771348,6.962032116,3441,33.14,1
North Carolina,9/28/2020 0:00,10383620,3004533,289.353135,25805,208248,868,2796285,6.931127067,3445,33.18,4
North Carolina,9/29/2020 0:00,10383620,3019586,290.8028221,15053,209137,889,2810449,6.926015686,3494,33.65,49
North Carolina,9/30/2020 0:00,10383620,3034871,292.2748521,15285,210632,1495,2824239,6.940393842,3532,34.02,38
North Carolina,10/1/2020 0:00,10383620,3063661,295.0474883,28790,212909,2277,2850752,6.949496044,3579,34.47,47
North Carolina,10/2/2020 0:00,10383620,3099704,298.5186284,36043,214684,1775,2885020,6.925951639,3608,34.75,29
North Carolina,10/3/2020 0:00,10383620,3136266,302.0397511,36562,216886,2202,2919380,6.915421077,3629,34.95,21
North Carolina,10/4/2020 0:00,10383620,3160968,304.4186902,24702,217496,610,2943472,6.880677058,3634,35,5
North Carolina,10/5/2020 0:00,10383620,3193916,307.5917647,32948,219754,2258,2974162,6.880393849,3637,35.03,3
North Carolina,10/6/2020 0:00,10383620,3216686,309.7846416,22770,221258,1504,2995428,6.878445705,3670,35.34,33
North Carolina,10/7/2020 0:00,10383620,3235273,311.5746724,18587,222969,1711,3012304,6.891814076,3693,35.57,23
North Carolina,10/8/2020 0:00,10383620,3268955,314.8184352,33682,225397,2428,3043558,6.895078091,3722,35.84,29
North Carolina,10/9/2020 0:00,10383620,3311285,318.8950482,42330,227431,2034,3083854,6.868360772,3747,36.09,25
North Carolina,10/10/2020 0:00,10383620,3350815,322.7020057,39530,229752,2321,3121063,6.856600558,3765,36.26,18
North Carolina,10/11/2020 0:00,10383620,3388250,326.3072031,37435,231471,1719,3156779,6.831579724,3770,36.31,5
North Carolina,10/12/2020 0:00,10383620,3417814,329.1543797,29564,232747,1276,3185067,6.809820546,3773,36.34,3
North Carolina,10/13/2020 0:00,10383620,3444583,331.7323823,26769,234481,1734,3210102,6.807239077,3816,36.75,43
North Carolina,10/14/2020 0:00,10383620,3467235,333.9138952,22652,236407,1926,3230828,6.818314882,3856,37.14,40
North Carolina,10/15/2020 0:00,10383620,3500763,337.1428269,33528,238939,2532,3261824,6.825340647,3874,37.31,18
North Carolina,10/16/2020 0:00,10383620,3539731,340.8956607,38968,241623,2684,3298108,6.826027176,3910,37.66,36
North Carolina,10/17/2020 0:00,10383620,3582572,345.0214858,42841,243725,2102,3338847,6.803073323,3929,37.84,19
North Carolina,10/18/2020 0:00,10383620,3617258,348.3619393,34686,246028,2303,3371230,6.80150545,3934,37.89,5
North Carolina,10/19/2020 0:00,10383620,3648364,351.357619,31106,247172,1144,3401192,6.774872244,3939,37.93,5
North Carolina,10/20/2020 0:00,10383620,3671793,353.6139612,23429,248750,1578,3423043,6.774619375,3992,38.45,53
North Carolina,10/21/2020 0:00,10383620,3692043,355.5641481,20250,250592,1842,3441451,6.787353235,4032,38.83,40
North Carolina,10/22/2020 0:00,10383620,3727675,358.9957067,35632,252992,2400,3474683,6.78685776,4082,39.31,50
North Carolina,10/23/2020 0:00,10383620,3763315,362.4280357,35640,255708,2716,3507607,6.794754093,4114,39.62,32
North Carolina,10/24/2020 0:00,10383620,3809077,366.8351692,45762,258292,2584,3550785,6.780960322,4144,39.91,30
North Carolina,10/25/2020 0:00,10383620,3844453,370.2420736,35376,260099,1807,3584354,6.765565869,4157,40.03,13
North Carolina,10/26/2020 0:00,10383620,3872913,372.9829289,28460,261742,1643,3611171,6.758272133,4170,40.16,13
North Carolina,10/27/2020 0:00,10383620,3890764,374.7020789,17851,263883,2141,3626881,6.782292629,4211,40.55,41
North Carolina,10/28/2020 0:00,10383620,3923042,377.8106287,32278,266136,2253,3656906,6.783919214,4245,40.88,34
North Carolina,10/29/2020 0:00,10383620,3961343,381.4992267,38301,269021,2885,3692322,6.791156434,4283,41.25,38
North Carolina,10/30/2020 0:00,10383620,4005791,385.7798147,44448,271830,2809,3733961,6.785925676,4332,41.72,49
North Carolina,10/31/2020 0:00,10383620,4055156,390.5339371,49365,274635,2805,3780521,6.772489147,4378,42.16,46
North Carolina,11/1/2020 0:00,10383620,4095365,394.4062861,40209,276692,2057,3818673,6.756223194,4383,42.21,5
North Carolina,11/2/2020 0:00,10383620,4127596,397.5103095,32231,278028,1336,3849568,6.735833643,4390,42.28,7
North Carolina,11/3/2020 0:00,10383620,4157478,400.3881113,29882,280377,2349,3877101,6.743920232,4457,42.92,67
North Carolina,11/4/2020 0:00,10383620,4184258,402.9671733,26780,282802,2425,3901456,6.758713253,4507,43.4,50
North Carolina,11/5/2020 0:00,10383620,4226942,407.0778784,42684,285661,2859,3941281,6.758100774,4548,43.8,41
North Carolina,11/6/2020 0:00,10383620,4277376,411.9349514,50434,288569,2908,3988807,6.746402467,4582,44.13,34
North Carolina,11/7/2020 0:00,10383620,4324156,416.440124,46780,291245,2676,4032911,6.735302797,4605,44.35,23
North Carolina,11/8/2020 0:00,10383620,4365061,420.3795016,40905,293339,2094,4071722,6.720158092,4607,44.37,2
North Carolina,11/9/2020 0:00,10383620,4399616,423.7073391,34555,294860,1521,4104756,6.701948534,4615,44.45,8
North Carolina,11/10/2020 0:00,10383620,4429912,426.6250113,30296,297442,2582,4132470,6.714399744,4660,44.88,45
North Carolina,11/11/2020 0:00,10383620,4460288,429.550388,30376,300561,3119,4159727,6.738600736,4698,45.24,38
North Carolina,11/12/2020 0:00,10383620,4500774,433.4494136,40486,303454,2893,4197320,6.742262553,4706,45.32,8
North Carolina,11/13/2020 0:00,10383620,4536767,436.9157384,35993,305233,1779,4231534,6.727984928,4720,45.46,14
North Carolina,11/14/2020 0:00,10383620,4591525,442.1892365,54758,309118,3885,4282407,6.732360164,4756,45.8,36
North Carolina,11/15/2020 0:00,10383620,4632609,446.1458528,41084,312235,3117,4320374,6.739938553,4806,46.28,50
North Carolina,11/16/2020 0:00,10383620,4659829,448.7672892,27220,314207,1972,4345622,6.742886917,4814,46.36,8
North Carolina,11/17/2020 0:00,10383620,4697561,452.4010894,37732,317495,3288,4380066,6.75872011,4852,46.73,38
North Carolina,11/18/2020 0:00,10383620,4731171,455.6379182,33610,320862,3367,4410309,6.781872818,4898,47.17,46
North Carolina,11/19/2020 0:00,10383620,4786263,460.9435823,55092,325158,4296,4461105,6.793567341,4936,47.54,38
North Carolina,11/20/2020 0:00,10383620,4819029,464.0991292,32766,328846,3688,4490183,6.823905812,4979,47.95,43
North Carolina,11/21/2020 0:00,10383620,4878076,469.7856817,59047,332261,3415,4545815,6.811312493,5005,48.2,26
North Carolina,11/22/2020 0:00,10383620,4947614,476.4825754,69538,336775,4514,4610839,6.806816377,5034,48.48,29
North Carolina,11/23/2020 0:00,10383620,4983768,479.9644055,36154,339194,2419,4644574,6.805974917,5039,48.53,5
North Carolina,11/24/2020 0:00,10383620,5028737,484.2951687,44969,342294,3100,4686443,6.806758834,5074,48.87,35
North Carolina,11/25/2020 0:00,10383620,5084569,489.6720989,55832,346506,4212,4738063,6.814854907,5138,49.48,64
North Carolina,11/26/2020 0:00,10383620,5084569,489.6720989,0,346506,0,4738063,6.814854907,5138,49.48,0
North Carolina,11/27/2020 0:00,10383620,5192822,500.0974612,108253,354514,8008,4838308,6.82700081,5210,50.18,72
North Carolina,11/28/2020 0:00,10383620,5244854,505.1084304,52032,357958,3444,4886896,6.824937358,5219,50.26,9
North Carolina,11/29/2020 0:00,10383620,5286488,509.1180147,41634,361778,3820,4924710,6.843446916,5240,50.46,21
North Carolina,11/30/2020 0:00,10383620,5316284,511.9875342,29796,364512,2734,4951772,6.856518576,5261,50.67,21
North Carolina,12/1/2020 0:00,10383620,5344037,514.6603015,27753,367395,2883,4976642,6.874858838,5284,50.89,23
North Carolina,12/2/2020 0:00,10383620,5378004,517.9315114,33967,371594,4199,5006410,6.909515129,5366,51.68,82
North Carolina,12/3/2020 0:00,10383620,5432699,523.1989422,54695,377231,5637,5055468,6.943712508,5410,52.1,44
North Carolina,12/4/2020 0:00,10383620,5485287,528.2634573,52588,382534,5303,5102753,6.973819237,5467,52.65,57
North Carolina,12/5/2020 0:00,10383620,5546614,534.1695863,61327,388552,6018,5158062,7.005210747,5516,53.12,49
North Carolina,12/6/2020 0:00,10383620,5611276,540.3968943,64662,394990,6438,5216286,7.039218887,5543,53.38,27
North Dakota,3/7/2020 0:00,760077,,,0,,0,0,,,,0
North Dakota,3/8/2020 0:00,760077,,,0,,0,0,,,,0
North Dakota,3/9/2020 0:00,760077,,,0,,0,0,,,,0
North Dakota,3/10/2020 0:00,760077,7,0.009209593,7,0,0,6,0,,,0
North Dakota,3/11/2020 0:00,760077,9,0.011840906,2,0,0,7,0,,,0
North Dakota,3/12/2020 0:00,760077,17,0.022366155,8,1,1,12,5.882352941,,,0
North Dakota,3/13/2020 0:00,760077,29,0.038154029,12,1,0,39,3.448275862,0,0,0
North Dakota,3/14/2020 0:00,760077,50,0.065782809,21,1,0,54,2,0,0,0
North Dakota,3/15/2020 0:00,760077,74,0.097358557,24,1,0,95,1.351351351,0,0,0
North Dakota,3/16/2020 0:00,760077,96,0.126302993,22,1,0,123,1.041666667,0,0,0
North Dakota,3/17/2020 0:00,760077,130,0.171035303,34,1,0,220,0.769230769,0,0,0
North Dakota,3/18/2020 0:00,760077,246,0.32365142,116,6,5,268,2.43902439,0,0,0
North Dakota,3/19/2020 0:00,760077,471,0.619674059,225,15,9,493,3.184713376,0,0,0
North Dakota,3/20/2020 0:00,760077,764,1.005161319,293,20,5,800,2.617801047,0,0,0
North Dakota,3/21/2020 0:00,760077,1096,1.44195917,332,28,8,1141,2.554744526,0,0,0
North Dakota,3/22/2020 0:00,760077,1246,1.639307596,150,28,0,1260,2.247191011,0,0,0
North Dakota,3/23/2020 0:00,760077,1344,1.768241902,98,30,2,1353,2.232142857,0,0,0
North Dakota,3/24/2020 0:00,760077,1456,1.915595394,112,33,3,1454,2.266483516,0,0,0
North Dakota,3/25/2020 0:00,760077,1743,2.293188716,287,39,6,1734,2.237521515,0,0,0
North Dakota,3/26/2020 0:00,760077,2087,2.745774441,344,52,13,2039,2.491614758,0,0,0
North Dakota,3/27/2020 0:00,760077,2549,3.353607595,462,61,9,2427,2.393095332,0,0,0
North Dakota,3/28/2020 0:00,760077,3052,4.015382652,503,80,19,2809,2.621231979,1,0.13,1
North Dakota,3/29/2020 0:00,760077,3574,4.702155176,522,97,17,3355,2.714045887,1,0.13,0
North Dakota,3/30/2020 0:00,760077,3868,5.088958092,294,107,10,3728,2.766287487,2,0.26,1
North Dakota,3/31/2020 0:00,760077,4075,5.361298921,207,117,10,4131,2.871165644,3,0.39,1
North Dakota,4/1/2020 0:00,760077,4640,6.104644661,565,139,22,4351,2.995689655,3,0.39,0
North Dakota,4/2/2020 0:00,760077,5289,6.95850552,649,159,20,4821,3.006239365,3,0.39,0
North Dakota,4/3/2020 0:00,760077,5824,7.662381574,535,173,14,5625,2.970467033,3,0.39,0
North Dakota,4/4/2020 0:00,760077,6320,8.314947038,496,186,13,6021,2.943037975,3,0.39,0
North Dakota,4/5/2020 0:00,760077,6760,8.893835756,440,207,21,6580,3.062130178,3,0.39,0
North Dakota,4/6/2020 0:00,760077,7117,9.363525011,357,225,18,6988,3.161444429,3,0.39,0
North Dakota,4/7/2020 0:00,760077,7554,9.938466761,437,237,12,7466,3.137410643,4,0.53,1
North Dakota,4/8/2020 0:00,760077,8431,11.09229723,877,251,14,8301,2.977108291,4,0.53,0
North Dakota,4/9/2020 0:00,760077,8974,11.80669853,543,269,18,8721,2.997548473,5,0.66,1
North Dakota,4/10/2020 0:00,760077,9401,12.36848372,427,278,9,9330,2.95713222,6,0.79,1
North Dakota,4/11/2020 0:00,760077,10011,13.17103399,610,293,15,9787,2.926780541,7,0.92,1
North Dakota,4/12/2020 0:00,760077,10407,13.69203383,396,308,15,10042,2.959546459,8,1.05,1
North Dakota,4/13/2020 0:00,760077,10864,14.29328871,457,331,23,10450,3.046759941,8,1.05,0
North Dakota,4/14/2020 0:00,760077,11070,14.56431388,206,341,10,10575,3.080397471,9,1.18,1
North Dakota,4/15/2020 0:00,760077,11410,15.01163698,340,364,23,10952,3.190184049,9,1.18,0
North Dakota,4/16/2020 0:00,760077,11810,15.53789945,400,392,28,11311,3.319220999,9,1.18,0
North Dakota,4/17/2020 0:00,760077,12629,16.61542186,819,438,46,11903,3.468208092,9,1.18,0
North Dakota,4/18/2020 0:00,760077,13325,17.53111856,696,528,90,12435,3.962476548,9,1.18,0
North Dakota,4/19/2020 0:00,760077,14257,18.75731011,932,584,56,13045,4.096233429,10,1.32,1
North Dakota,4/20/2020 0:00,760077,15150,19.93219108,893,626,42,14120,4.132013201,13,1.71,3
North Dakota,4/21/2020 0:00,760077,15419,20.28610259,269,644,18,14343,4.176665153,13,1.71,0
North Dakota,4/22/2020 0:00,760077,16096,21.17680182,677,677,33,14910,4.206013917,14,1.84,1
North Dakota,4/23/2020 0:00,760077,16916,22.25563989,820,709,32,15621,4.191298179,15,1.97,1
North Dakota,4/24/2020 0:00,760077,18251,24.01204089,1335,747,38,16701,4.092926415,15,1.97,0
North Dakota,4/25/2020 0:00,760077,20293,26.6986108,2042,803,56,18547,3.957029518,16,2.11,1
North Dakota,4/26/2020 0:00,760077,21481,28.26161034,1188,867,64,19850,4.036124948,17,2.24,1
North Dakota,4/27/2020 0:00,760077,23475,30.88502875,1994,942,75,21492,4.012779553,19,2.5,2
North Dakota,4/28/2020 0:00,760077,24929,32.79799283,1454,991,49,22732,3.975289823,19,2.5,0
North Dakota,4/29/2020 0:00,760077,26973,35.48719406,2044,1033,42,24503,3.829755682,19,2.5,0
North Dakota,4/30/2020 0:00,760077,29003,38.1579761,2030,1067,34,26393,3.678929766,19,2.5,0
North Dakota,5/1/2020 0:00,760077,31092,40.90638185,2089,1107,40,28418,3.560401389,23,3.03,4
North Dakota,5/2/2020 0:00,760077,33206,43.68767901,2114,1153,46,30394,3.472264049,24,3.16,1
North Dakota,5/3/2020 0:00,760077,35095,46.17295353,1889,1191,38,32162,3.393645818,25,3.29,1
North Dakota,5/4/2020 0:00,760077,36556,48.0951272,1461,1225,34,33529,3.351023088,25,3.29,0
North Dakota,5/5/2020 0:00,760077,38434,50.5659295,1878,1266,41,35155,3.293958474,25,3.29,0
North Dakota,5/6/2020 0:00,760077,40988,53.92611538,2554,1322,56,37309,3.225334244,31,4.08,6
